depth,ani
1000.0,1.3741828832247762
2000.0,1.3658914864198795
3000.0,1.3589182800695432
4000.0,1.3551121200672078
5000.0,1.3511406926061518
6000.0,1.3470061049962074
7000.0,1.3427105521271336
8000.0,1.3382563117484534
9000.0,1.3336457425556099
10000.0,1.3288812828968553
11000.0,1.3239654449934448
12000.0,1.31890081380742
13000.0,1.313690043135696
14000.0,1.3083358539148424
15000.0,1.3028410288540393
16000.0,1.2972084106091293
17000.0,1.2914408983748995
18000.0,1.2855414441698403
19000.0,1.2795130497733056
20000.0,1.2733587636030927
21000.0,1.2670816761383394
22000.0,1.2606849109625644
23000.0,1.254171651054693
24000.0,1.247545086554344
25000.0,1.2408084465484341
26000.0,1.2339649868208842
27000.0,1.2270179822324705
28000.0,1.2199707359431298
29000.0,1.2128265551427442
30000.0,1.2055887777653034
31000.0,1.1982607274286161
32000.0,1.1908457492294247
33000.0,1.1833471910661417
34000.0,1.175768399971313
35000.0,1.1681127173067507
36000.0,1.1603834820277465
37000.0,1.1525840250382873
38000.0,1.144717665806964
39000.0,1.1367877057211502
40000.0,1.1289594815537465
41000.0,1.1220105771796187
42000.0,1.11524972751721
43000.0,1.1086138830925147
44000.0,1.1020939417722417
45000.0,1.0956878733507154
46000.0,1.0893936984331893
47000.0,1.0832094869936768
48000.0,1.077133357025246
49000.0,1.0711634732016257
50000.0,1.0652980455927208
51000.0,1.059535328385438
52000.0,1.0538736187357705
53000.0,1.0483112555572502
54000.0,1.0428466184377978
55000.0,1.0374781265096167
56000.0,1.0322042374426623
57000.0,1.0270234463697554
58000.0,1.0219342849565927
59000.0,1.0169353204073224
60000.0,1.0120251545219048
61000.0,1.0072024229545293
62000.0,1.0024657941071804
63000.0,0.9978139684736951
64000.0,0.993245677749924
65000.0,0.9887596834491823
66000.0,0.9843547786959205
67000.0,0.9800297831128623
68000.0,0.975783547017166
69000.0,0.9716149456953231
70000.0,0.9675228824821441
71000.0,0.963506287497033
72000.0,0.9595641156947565
73000.0,0.9556953472131967
74000.0,0.9518989865666893
75000.0,0.9481740620825503
76000.0,0.9445196253271699
77000.0,0.9409347505948537
78000.0,0.9374185343677689
79000.0,0.9339700930942284
80000.0,0.9305885696610301
81000.0,0.9309186814698742
82000.0,0.9312179898910696
83000.0,0.931486477372832
84000.0,0.9317241306616547
85000.0,0.9319309413612544
86000.0,0.9321069059223371
87000.0,0.9322520256564171
88000.0,0.932366306703722
89000.0,0.9324497600442274
90000.0,0.9325024014838739
91000.0,0.9325242516445618
92000.0,0.9325153359519944
93000.0,0.9324756846213827
94000.0,0.9324053326425794
95000.0,0.9323043197623148
96000.0,0.9321726904658852
97000.0,0.9320104939611034
98000.0,0.931817784138388
99000.0,0.931594619569419
100000.0,0.9313410634862663
101000.0,0.9310571837150174
102000.0,0.9307430526916176
103000.0,0.9303987474140024
104000.0,0.9300243494027279
105000.0,0.9296199446717349
106000.0,0.9291856237256467
107000.0,0.9287214814659874
108000.0,0.9282276172077616
109000.0,0.9277041346051897
110000.0,0.9271511416204831
111000.0,0.9265687505137046
112000.0,0.9259570777475316
113000.0,0.9253162439780178
114000.0,0.9246463739969061
115000.0,0.9239475967023982
116000.0,0.9232200450210941
117000.0,0.9224638558939755
118000.0,0.9216791701965893
119000.0,0.9208661327047661
120000.0,0.9200248920338047
121000.0,0.9191556006033398
122000.0,0.9182584145566056
123000.0,0.9173334937266078
124000.0,0.9163810015549948
125000.0,0.9154011050769562
126000.0,0.9143939748212482
127000.0,0.9133597847720499
128000.0,0.9122987123048499
129000.0,0.9112109381273245
130000.0,0.9100966462034678
131000.0,0.9103998874652516
132000.0,0.9107012139663568
133000.0,0.9110006235837819
134000.0,0.9112981143520527
135000.0,0.9115936843424912
136000.0,0.9118873316806696
137000.0,0.9121790545076185
138000.0,0.9124688510059856
139000.0,0.9127567194083744
140000.0,0.9130426579712312
141000.0,0.9133266649970282
142000.0,0.9136087388083407
143000.0,0.9138888777944102
144000.0,0.9141670803564728
145000.0,0.914443344941261
146000.0,0.914717670036846
147000.0,0.9149900541558089
148000.0,0.9152604958649511
149000.0,0.9155289937512371
150000.0,0.9157955464602057
151000.0,0.91606015264886
152000.0,0.9163228110327757
153000.0,0.9165835203476903
154000.0,0.9168422793835521
155000.0,0.9170990869548082
156000.0,0.9173539419214035
157000.0,0.917606843167767
158000.0,0.9178577896326773
159000.0,0.9181067802786438
160000.0,0.9183538141105515
161000.0,0.9185988901694763
162000.0,0.9188420075382854
163000.0,0.9190831653284002
164000.0,0.919322362692449
165000.0,0.9195595988198971
166000.0,0.9197948729417257
167000.0,0.9200281843130373
168000.0,0.9202595322430547
169000.0,0.9204889160647143
170000.0,0.9207163351566839
171000.0,0.9209417889216412
172000.0,0.9211652768119069
173000.0,0.9213867983164005
174000.0,0.9216063529524544
175000.0,0.9218239402780879
176000.0,0.9220395598926522
177000.0,0.922253211418774
178000.0,0.9224648945374757
179000.0,0.9226746089363351
180000.0,0.922883090122799
181000.0,0.9230293968540416
182000.0,0.9231826450864499
183000.0,0.9233428233410277
184000.0,0.9235099207398393
185000.0,0.923683926971861
186000.0,0.9238648323230387
187000.0,0.9240526276351662
188000.0,0.9242473043522049
189000.0,0.9244488544541386
190000.0,0.9246572705169048
191000.0,0.9248725456625961
192000.0,0.9250946735736364
193000.0,0.925323648497954
194000.0,0.9255594652380922
195000.0,0.9258021191356889
196000.0,0.9260516060939905
197000.0,0.9263079225552866
198000.0,0.9265710655224834
199000.0,0.9268410325116293
200000.0,0.927117821608388
201000.0,0.9274014314154092
202000.0,0.9276918610846283
203000.0,0.9279891102979444
204000.0,0.9282931792745714
205000.0,0.9286040687481794
206000.0,0.9289217800076024
207000.0,0.9292463148490997
208000.0,0.9295776756091978
209000.0,0.9299158651460752
210000.0,0.9302608868475021
211000.0,0.9306127446127725
212000.0,0.9309714428775379
213000.0,0.9313369865956396
214000.0,0.9317093812390993
215000.0,0.9320886328138462
216000.0,0.932474747830621
217000.0,0.9328677333334894
218000.0,0.9332675968869014
219000.0,0.933674346559484
220000.0,0.9340879909696589
221000.0,0.9345085392228446
222000.0,0.9349360009704202
223000.0,0.9353703863807542
224000.0,0.9358117061352049
225000.0,0.9362599714372113
226000.0,0.936715194020917
227000.0,0.9372891015341783
228000.0,0.9380741858111923
229000.0,0.9388373659982581
230000.0,0.9395785995636801
231000.0,0.9402978464048489
232000.0,0.9409950688404369
233000.0,0.9416702316147002
234000.0,0.9423233019181332
235000.0,0.9429542493566685
236000.0,0.9435630460008099
237000.0,0.9441496663409077
238000.0,0.9447140873222634
239000.0,0.9452562883251231
240000.0,0.945776251181027
241000.0,0.9462739601600926
242000.0,0.946749401969815
243000.0,0.947202565766119
244000.0,0.9476334431425051
245000.0,0.9480420281107033
246000.0,0.9484283171347034
247000.0,0.9487923090932899
248000.0,0.9491340053006379
249000.0,0.949453409471932
250000.0,0.9497505277423739
251000.0,0.9500253686611835
252000.0,0.9502779431596462
253000.0,0.9505082645684164
254000.0,0.950716348609823
255000.0,0.9509022133642656
256000.0,0.9510658792899584
257000.0,0.9512073691929972
258000.0,0.9513267082291101
259000.0,0.9514239238974589
260000.0,0.9514990460043945
261000.0,0.951552106684702
262000.0,0.9515831403522116
263000.0,0.9515921837325136
264000.0,0.9515792757999612
265000.0,0.9515444578135477
266000.0,0.9514877732571804
267000.0,0.9514092678577254
268000.0,0.951308989549581
269000.0,0.9511869884791236
270000.0,0.9510433169599007
271000.0,0.9508780294808602
272000.0,0.9506911826847553
273000.0,0.9504828353388143
274000.0,0.950116153416978
275000.0,0.949704943684691
276000.0,0.9493266116727511
277000.0,0.9489810402818443
278000.0,0.9486681175948809
279000.0,0.9483877367721211
280000.0,0.9481397960546218
281000.0,0.9479241986879761
282000.0,0.9477408528923885
283000.0,0.9475896718350086
284000.0,0.9474705735666307
285000.0,0.9473834810015517
286000.0,0.9473283218824242
287000.0,0.947305028730832
288000.0,0.9473135388437375
289000.0,0.9473537942312723
290000.0,0.9474257416204087
291000.0,0.9475293324000048
292000.0,0.9476645226074503
293000.0,0.9478312729173818
294000.0,0.9480295485987935
295000.0,0.948259319494812
296000.0,0.9485205600274391
297000.0,0.9488132491519593
298000.0,0.9491373703563323
299000.0,0.9494929116431069
300000.0,0.9498798655157213
